kor_co_nm: 애큐온저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점,인터넷,스마트폰,전화(텔레뱅킹) | mtrt_int: 만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용) 만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 아이비케이저축은행 | fin_prdt_nm: 참똑똑한IBK저축은행정기적금정기적금(인터넷뱅킹) | join_way: 인터넷,스마트폰 | mtrt_int: - 만기경과 1개월 이내  : 약정금리와 현행고시  금리중 낮은이율  - 만기경과 1개월 초과 : 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 없음 | max_limit: None
kor_co_nm: 아이비케이저축은행 | fin_prdt_nm: 참똑똑한IBK저축은행정기적금(비대면) | join_way: 스마트폰 | mtrt_int: - 만기경과 1개월 이내  : 약정금리와 현행고시  금리중 낮은이율  - 만기경과 1개월 초과 : 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 없음 | max_limit: None
kor_co_nm: 비엔케이저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점,인터넷,스마트폰 | mtrt_int: * 1개월내  : 당초 약정이율 또는 만기시 동일상품 동일계약기간의 신규 약정이율(단리) 중 낮은 이율 적용 * 1개월이후 : 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 케이비저축은행 | fin_prdt_nm: KB착한정기적금 | join_way: 영업점 | mtrt_int: - 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율 - 1개월초과 : 보통예금이율 | spcl_cnd: - 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용.  단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제 -KB스타클럽 고객 연0.1%p적용. 단, 베스트, 그랜드, VIP,VVIP등급 적용 | join_deny: 1 | join_member: 제한없음 | max_limit: 1000000
kor_co_nm: 케이비저축은행 | fin_prdt_nm: KB착한e-Plus정기적금 | join_way: 인터넷,스마트폰 | mtrt_int: - 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율 - 1개월초과 : 보통예금이율 | spcl_cnd: -KB스타클럽 고객 연0.1%p적용. 단, 베스트, 그랜드, VIP,VVIP등급 적용 | join_deny: 1 | join_member: 제한없음 | max_limit: 1000000
kor_co_nm: 케이비저축은행 | fin_prdt_nm: KB일반정기적금 | join_way: 영업점 | mtrt_int: - 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율 - 1개월초과 : 보통예금이율 | spcl_cnd: - 인터넷뱅킹 신규가입하여 출금계좌를 등록한 후 당일 창구 신규시 우대금리 연 0.1%p적용.  단, 신규가입일 포함 14일 이내 타기관 공인인증서 미등록시 우대금리 적용해제 -KB스타클럽 고객 연0.1%p적용. 단, 베스트, 그랜드, VIP,VVIP등급 적용 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 케이비저축은행 | fin_prdt_nm: KB일반e-Plus정기적금 | join_way: 인터넷,스마트폰 | mtrt_int: - 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율 - 1개월초과 : 보통예금이율 | spcl_cnd: -KB스타클럽 고객 연0.1%p적용. 단, 베스트, 그랜드, VIP,VVIP등급 적용 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 케이비저축은행 | fin_prdt_nm: KB착한누리적금 | join_way: 영업점,인터넷,스마트폰 | mtrt_int: - 1개월이내 : 신규가입일 당시 약정이율과 만기일 현재 고시이율 중 낮은 이율 - 1개월초과 : 보통예금이율 | spcl_cnd: 인터넷뱅킹/모바일뱅킹으로 가입시 우대이율 연0.5% 적용 | join_deny: 1 | join_member: 기초생활수급자, 소년소녀가장, 한부모가족지원보호대상자, 새터민, 만65세이상 차상위계층, 장애인연금·장애수당·장애아동수당 대상자 | max_limit: 300000
kor_co_nm: 하나저축은행 | fin_prdt_nm: 파란 하늘 정기적금 | join_way: 영업점,인터넷,스마트폰 | mtrt_int: -1개월 이내 :가입 당시 약정금리 -1개월 초과 : 현행 고시 보통예금 금리 | spcl_cnd: 당 저축은행 APP 월1회 이상 로그인 기록 횟수에 따라 차등적용+2.0% (7회~9회:0.5%/10회~11회:1.0%/ 12회이상:2.0%) *월 최대 로그인 기록은 1회로 제한 적용(ex.12월 3회 로그인→12월 실적 1회 인정) 당 저축은행 개인(신용)정보 수집·이용 제공동의(상품서비스 안내 등) 및 상품서비스 안내수단 전체 동의 시 1.0% | join_deny: 3 | join_member: 개인(1인,1계좌에 한함_활동좌기준) | max_limit: 1000000
kor_co_nm: 하나저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점,인터넷,스마트폰 | mtrt_int: -1개월 이내 :가입 당시 약정금리 -1개월 초과 : 현행 고시 보통예금 금리 | spcl_cnd: * 최고우대금리 : 2.4% - 인터넷/스마트뱅킹/모바일브랜치/SB톡톡(비대면)가입시 : 0.1%  사회적배려대상 고객가입시 (영업점 가입,1인 1계좌(활동좌),월 불입금 50만원 까지) :2.4%  ※ 단위는 연%p | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 하나저축은행 | fin_prdt_nm: 1Q비대면정기적금 | join_way: 인터넷,스마트폰 | mtrt_int: -1개월 이내 :가입 당시 약정금리 -1개월 초과 : 현행 고시 보통예금 금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 제이티친애저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점,인터넷 | mtrt_int: -1개월 이내 해지시 : 약정이율 적용  -1개월 초과 이후 해지시 : 보통예금 금리 적용 | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 제이티친애저축은행 | fin_prdt_nm: JT쩜피플러스 정기적금 | join_way: 영업점 | mtrt_int: - 1개월 이내 해지시 : 약정이율 적용 - 1개월 초과 이후 해지시 : 보통예금 금리 적용 | spcl_cnd: - 반려견을 키우는 고객대상으로 반려견과 함께 찍은 사진 제시 (스마트폰으로 확인 가능) - 본인외 대리인 개설 불가 | join_deny: 3 | join_member: 반려견을 키우는 고객 | max_limit: 500000
kor_co_nm: 제이티친애저축은행 | fin_prdt_nm: 비대면 정기적금 | join_way: 스마트폰 | mtrt_int: -1개월 이내 해지시 : 약정이율 적용  -1개월 초과 이후 해지시 : 보통예금 금리 적용 | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 신한저축은행 | fin_prdt_nm: 정기적금 | join_way: 영업점 | mtrt_int: - 1개월 이내 : 약정금리 - 1개월 초과 : 보통예금금리 | spcl_cnd: ▶탄소포인트제(에코마일리지) 가입 인증 완료시 0.5% 우대금리 제공 *12개월 가입에 한하여 1인1계좌 가입가능 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 신한저축은행 | fin_prdt_nm: e-정기적금 | join_way: 인터넷 | mtrt_int: - 1개월 이내 : 약정금리 - 1개월 초과 : 보통예금금리 | spcl_cnd: ▶탄소포인트제(에코마일리지) 가입 인증 완료시 0.5% 우대금리 제공 *12개월 가입에 한하여 1인1계좌 가입가능 | join_deny: 1 | join_member: 개인 | max_limit: None
kor_co_nm: 신한저축은행 | fin_prdt_nm: 자유적립적금 | join_way: 영업점 | mtrt_int: - 1개월 이내 : 약정금리 - 1개월 초과 : 보통예금금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 신한저축은행 | fin_prdt_nm: e-자유적립적금 | join_way: 인터넷 | mtrt_int: - 1개월 이내 : 약정금리 - 1개월 초과 : 보통예금금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 개인 | max_limit: None
kor_co_nm: 신한저축은행 | fin_prdt_nm: s-정기적금 | join_way: 스마트폰 | mtrt_int: - 1개월 이내 : 약정금리 - 1개월 초과 : 보통예금금리 | spcl_cnd: ▶탄소포인트제(에코마일리지) 가입 인증 완료시 0.5% 우대금리 제공 *12개월 가입에 한하여 1인1계좌 가입가능 | join_deny: 1 | join_member: 개인 | max_limit: None
kor_co_nm: 신한저축은행 | fin_prdt_nm: 청포도 청년적금 | join_way: 인터넷,스마트폰 | mtrt_int: - 1개월 이내 : 약정금리 - 1개월 초과 : 보통예금금리 | spcl_cnd: ①개인(신용)정보 수집?이용 동의[상품서비스안내 등] 상품서비스 안내 수단 전체 동의시 0.1 % 우대금리 제공 ②계약기간 총 월불입금 횟수의 1/2이상을 당사 입출금계좌에서 이체하여 불입하는 경우 0.3% 우대금리 제공 ③가입 후 만기해지시까지 통장 미발행시(ESG) 0.6% 우대금리 제공 | join_deny: 3 | join_member: 19~39세 | max_limit: 300000
kor_co_nm: 신한저축은행 | fin_prdt_nm: s-자유적립적금 | join_way: 스마트폰 | mtrt_int: - 1개월 이내 : 약정금리 - 1개월 초과 : 보통예금금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 개인 | max_limit: None
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: 일반정기적금 | join_way: 영업점 | mtrt_int: *만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용  *만기 후 1개월 초과 : 연 0.1% ※ 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용 | spcl_cnd: 계약기간(월수)의 2/3회 이상 당행 입출금통장 통한 자동이체 시 연 0.8%p | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: e정기적금 | join_way: 인터넷 | mtrt_int: *만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용  *만기 후 1개월 초과 : 연 0.1% ※ 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용 | spcl_cnd: 계약기간(월수)의 2/3회 이상 당행 입출금통장 통한 자동이체 시 연 0.8%p | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: WELCOME 첫거래우대 e정기적금 | join_way: 인터넷 | mtrt_int: *만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용 *만기 후 1개월 초과 : 연 0.1% ※ 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용 | spcl_cnd: ① 8회 이상 당행 입출금통장 통한 자동이체로 납입 시 연 1.8%p  ② 적금 신규일부터 계약상 만기일 전일까지의 입출금통장 평잔 50만원 이상 시 연 1.5%p | join_deny: 1 | join_member: 최초 개설한 예·적금(입출금이 자유로운 예금 포함) 가입일로부터 30일 內 가입 | max_limit: 200000
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: m정기적금 | join_way: 스마트폰 | mtrt_int: *만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용  *만기 후 1개월 초과 : 연 0.1% ※ 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용 | spcl_cnd: 계약기간(월수)의 2/3회 이상 당행 입출금통장 통한 자동이체 시 연 0.8%p | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: WELCOME 첫거래우대 m정기적금 | join_way: 스마트폰 | mtrt_int: *만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용 *만기 후 1개월 초과 : 연 0.1% ※ 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용 | spcl_cnd: ① 8회 이상 당행 입출금통장 통한 자동이체로 납입 시 연 1.8%p  ② 적금 신규일부터 계약상 만기일 전일까지의 입출금통장 평잔 50만원 이상 시 연 1.5%p | join_deny: 1 | join_member: 최초 개설한 예·적금(입출금이 자유로운 예금 포함) 가입일로부터 30일 內 가입 | max_limit: 200000
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: 웰뱅 든든적금 | join_way: 인터넷,스마트폰 | mtrt_int: - 만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용하며, 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용 - 만기 후 1개월 초과 : 연 0.1% | spcl_cnd: - 최초 개설한 예·적금 가입일로부터 30일 이내 본 적금 가입 시 : 연 1.0%p - 적금 가입 시점 예금주 신용평점에 따라 우대 : 최대 연 3.0%p ▶ 신용평점 850점 이하 ~ 650점 초과(연 1.0%p), 신용평점 650점 이하 ~ 350점 초과 (연 2.0%p), 신용평점 350점 이하 ~ 1점 이상(연 3.0%p) | join_deny: 1 | join_member: - 만 19세 이상 실명의 개인 | max_limit: 300000
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: 웰뱅 워킹 적금 | join_way: 스마트폰 | mtrt_int: - 만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용 - 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용 - 만기 후 1개월 초과 : 연 0.1% | spcl_cnd: ① 연간 걸음수 달성여부에 따른 우대금리 지급 -1백만보 이상 1.0%p  -2백만보 이상 2.0%p  -3백만보 이상 3.0%p  -4백만보 이상 8.0%p  ②6회 이상 당행 입출금 통장을 통한 자동이체로 적금 납입 시 연 1.0%p | join_deny: 1 | join_member: 제한없음 | max_limit: 200000
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: WELCOME 잔돈모아올림적금 | join_way: 스마트폰 | mtrt_int: *만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용 *만기 후 1개월 초과 : 연 0.1% ※ 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용 | spcl_cnd: ①만기 시 총 불입금 1백만원 이상 ②당행 잔돈적립, 타행 잔돈적립 각 4회이상(잔돈적립서비스를 통한 잔돈적립을 의미하며, 동일월 수회 이용시에도 1회납입으로 인정) ※만기올림서비스 : 만기 해지시 세후 원리금을 만원단위로 올려주는 서비스(①,② 모두 충족시 제공) ※잔돈적립서비스 : 사전에 지정한 본인명의 입출금계좌의 잔돈을 적금으로 적립하는 서비스 | join_deny: 3 | join_member: 제한없음 | max_limit: 5000000
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: 웰뱅 잔돈자동적금 | join_way: 스마트폰 | mtrt_int: *만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용 *만기 후 1개월 초과 : 연 0.1% ※ 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용 | spcl_cnd: ①카드 잔돈적립 6회 이상 연 1.0%p ②주간 잔돈적립 6회 이상 연 1.0%p ③타행 잔돈적립 6회 이상 연 1.0%p ※잔돈적립서비스를 통한 잔돈적립을 의미하며, 동일월 수회 이용시에도 1회납입으로 인정 ※잔돈적립서비스 : 사전에 지정한 본인명의 입출금계좌의 잔돈을 적금으로 적립하는 서비스 | join_deny: 3 | join_member: 제한없음 | max_limit: 2000000
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: 웰뱅 라이킷(LIKIT) 적금 | join_way: 스마트폰 | mtrt_int: *만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간(없을시, 가입 당시 약정금리) 신규약정금리 중 낮은 금리를 적용 *만기 후 1개월 초과 : 가입 당시 영업점 및 인터넷 홈페이지에 고시된 만기 후 1개월 초과 시 금리 | spcl_cnd: ① 롯데카드 결제계좌를 당행 입출금통장으로 지정 및 납부실적 3개월 이상 (연 2.0%p) 롯데카드 우대조건 ② LOCA LIKIT 카드 누적 이용실적 50만원 이상 (연 7.0%p) ③ LOCA LIKIT 카드 자동이체 납부 실적 3개월 이상 (연 3.0%p) | join_deny: 1 | join_member: 제한없음 | max_limit: 300000
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: WELCOME 디딤돌적금 | join_way: 영업점 | mtrt_int: *만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용  *만기 후 1개월 초과 : 연 0.1% ※ 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용 | spcl_cnd: 기본금리 3.1% + 우대금리 1.7% = 적용이율 4.8% | join_deny: 1 | join_member: 사회적배려대상자 (기초생활수급자,소년소녀가장,북한이탈주민,차상위계층 중 본인부담 경감대상자, 한부모가족지원 보호대상자, 장애인연금, 장애수당, 장애아동수당 대상자) | max_limit: 300000
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: WELCOME 아이사랑 정기적금 | join_way: 영업점,스마트폰 | mtrt_int: *만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용 *만기 후 1개월 초과 : 연 0.1% ※ 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용 | spcl_cnd: 1) 계약기간의 2/3회 이상 웰컴 입출금통장을 통한 자동이체로 납입 : 4.0%p 2) 가입시점 만 16세이하 가구원수에 따른 우대 - 1명 : 1.0%p - 2명 : 2.0%p - 3명 이상 : 5.0%p | join_deny: 1 | join_member: 제한없음 | max_limit: 100000
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: 웰뱅하자 정기적금 | join_way: 영업점,인터넷,스마트폰 | mtrt_int: *만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용 *만기 후 1개월 초과 : 연 0.1% ※ 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용 | spcl_cnd: 1) 웰컴 입출금통장에서 CMS/지로 자동납부 월 2건이상 실적이 계약기간의 2/3회 이상 : 3.5%p 2) 웰컴 입출금통장 평잔 실적이 50만원 이상 : 1.0%p | join_deny: 1 | join_member: 제한없음 | max_limit: 200000
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: 웰컴 페이적금 | join_way: 영업점,인터넷,스마트폰 | mtrt_int: *만기 후 1개월 이하 : 이 예금의 가입 당시 약정금리나 만기시점의 동일 상품, 동일 계약기간의 신규약정금리 중 낮은 금리를 적용 *만기 후 1개월 초과 : 연 0.1% ※ 만기시점의 동일 상품, 동일 계약기간이 없을 경우 가입 당시의 약정금리를 적용 | spcl_cnd: 1) 계약기간의 2/3회 이상 웰컴 입출금통장을 통한 자동이체로 납입 : 2.0%p 2) 웰컴 입출금통장을 연결하여 거래한 간편결제 또는 체크카드 월평균 이용 실적 - 10만원 이상 30만원 미만 : 1.5%p - 30만원 이상 50만원 미만 : 2.0%p - 50만원 이상 : 3.5%p | join_deny: 1 | join_member: 제한없음 | max_limit: 300000
kor_co_nm: 오케이저축은행 | fin_prdt_nm: OK정기적금 | join_way: 영업점 | mtrt_int: -만기 후 1개월 이하: 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율  -만기 후 1개월 초과: 연0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 오케이저축은행 | fin_prdt_nm: OK e-정기적금 | join_way: 인터넷,스마트폰 | mtrt_int: -만기 후 1개월 이하: 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율  -만기 후 1개월 초과: 연0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
