kor_co_nm: 애큐온저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점,인터넷,스마트폰,전화(텔레뱅킹) | mtrt_int: 만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용) 만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: CK저축은행 | fin_prdt_nm: 정기예금(춘천본점) | join_way: 영업점 | mtrt_int: - 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 1000000000
kor_co_nm: 대명상호저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: - 만기 후 1개월 이하: 약정금리와 동일한 금리 적용 - 만기 후 1개월 초과: 보통예금이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 누구나가입가능 | max_limit: None
kor_co_nm: 대명상호저축은행 | fin_prdt_nm: 행복플러스 정기예금 | join_way: 영업점 | mtrt_int: - 만기 후 1개월 이하: 약정금리와 동일한 금리 적용 - 만기 후 1개월 초과: 보통예금이율 | spcl_cnd: 없음 | join_deny: 3 | join_member: 1954년 이전출생자 및 비과세종합저축가입대상자(만64세이상/국가유공자/국민기초생활보장법에의한수급자/장애인/독립유공자과그유족또는가족/고엽제후유증환자 및 5.18민주화운동부상자) | max_limit: None
kor_co_nm: 대명상호저축은행 | fin_prdt_nm: E-플러스 정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: - 만기 후 1개월 이하: 약정금리와 동일한 금리 적용 - 만기 후 1개월 초과: 보통예금이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 누구나가입가능 | max_limit: None
kor_co_nm: 우리금융저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: *만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3% | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 우리금융저축은행 | fin_prdt_nm: e-정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: *만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3% | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 우리금융저축은행 | fin_prdt_nm: 회전정기예금 | join_way: 영업점 | mtrt_int: *만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3% | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 우리금융저축은행 | fin_prdt_nm: e-회전정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: *만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3% | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 우리금융저축은행 | fin_prdt_nm: 우리E음정기예금 | join_way: 스마트폰 | mtrt_int: *만기 후 1개월 이내: 가입 시 약정이율과 만기 시 판매이율 중 낮은금리 적용 *1개월 초과 시 : 연0.3% *2019.07.01. 이후 가입분 부터적용.이전가입분은 연0.3% | spcl_cnd: 우리WON저축은행 앱 전용상품 | join_deny: 1 | join_member: 개인(만19세이상) | max_limit: None
kor_co_nm: 청주저축은행 | fin_prdt_nm: 정기예금_본점 | join_way: 영업점 | mtrt_int: 1개월 이내 : 만기시 동일상품 동일계약기간의 신규 약정금리, 1개월 초과 : 보통예금 이율 | spcl_cnd: 대면 재예치시 적용금리 +0.1%p (단, 가입기간 8개월이상 12개월 가입자에 한함) | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 청주저축은행 | fin_prdt_nm: E-정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: 1개월 이내 : 만기시 동일상품 동일계약기간의 신규 약정금리, 1개월 초과 : 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 청주저축은행 | fin_prdt_nm: 펫팸정기예금_천안지점 | join_way: 영업점 | mtrt_int: 1개월 이내 : 만기시 동일상품 동일계약기간의 신규 약정금리, 1개월 초과 : 보통예금 이율 | spcl_cnd: 대면 재예치시 적용금리 +0.1%p (단, 가입기간 12개월에 한함) | join_deny: 1 | join_member: 반려동물을 키우는 지점방문고객(개인) | max_limit: None
kor_co_nm: 청주저축은행 | fin_prdt_nm: 정기예금_천안지점 | join_way: 영업점 | mtrt_int: 1개월 이내 : 만기시 동일상품 동일계약기간의 신규 약정금리, 1개월 초과 : 보통예금 이율 | spcl_cnd: 대면 재예치시 적용금리 +0.1%p (단, 가입기간 12개월에 한함) | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 한성저축은행 | fin_prdt_nm: e-정기예금 | join_way: 인터넷 | mtrt_int: - 만기후 계약동일 기간과 12개월 중 적은 기간 적용 : 가입시점 약정이율과 만기시점 현행이율 중 낮은 이율로 고정계산하여 적용 - 만기후 계약동일 기간과 12개월 중 적은 기간 초과 : 경과기간 종료시점의 보통예금이율 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 한성저축은행 | fin_prdt_nm: m-정기예금 | join_way: 스마트폰 | mtrt_int: - 만기후 계약동일 기간과 12개월 중 적은 기간 적용 : 가입시점 약정이율과 만기시점 현행이율 중 낮은 이율로 고정계산하여 적용 - 만기후 계약동일 기간과 12개월 중 적은 기간 초과 : 경과기간 종료시점의 보통예금이율 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 한성저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: - 만기후 계약동일 기간과 12개월 중 적은 기간 적용 : 가입시점 약정이율과 만기시점 현행이율 중 낮은 이율로 고정계산하여 적용 - 만기후 계약동일 기간과 12개월 중 적은 기간 초과 : 경과기간 종료시점의 보통예금이율 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 중도해지 괜찮아 369정기예금 | join_way: 영업점 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 해지 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 중도해지 괜찮아 369정기예금(E) | join_way: 인터넷,스마트폰 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 해지 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 중도해지 괜찮아 369정기예금(비대면) | join_way: 스마트폰 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 해지 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 크크크 파킹통장 369정기예금 | join_way: 스마트폰 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 해지 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 회전정기예금 | join_way: 영업점 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 회전E-정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 회전정기예금(비대면) | join_way: 스마트폰 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 크크크 회전정기예금 | join_way: 스마트폰 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 369회전정기예금 | join_way: 영업점 | mtrt_int: 만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 369회전정기예금E | join_way: 인터넷,스마트폰 | mtrt_int: 만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 비대면369회전정기예금 | join_way: 스마트폰 | mtrt_int: 만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 크크크369회전정기예금 | join_way: 스마트폰 | mtrt_int: 만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율 만기후 1개월 초과 : 연 0.1%(세전) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 정기예금_단기 | join_way: 영업점 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: e-정기예금_단기 | join_way: 인터넷,스마트폰 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: e-정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 비대면 정기예금_단기 | join_way: 스마트폰 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 비대면 정기예금 | join_way: 스마트폰 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 크크크 정기예금_단기 | join_way: 스마트폰 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 크크크 정기예금 | join_way: 스마트폰 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 9개월 회전정기예금 | join_way: 영업점 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: E-9개월 회전정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 비대면 9개월 회전정기예금 | join_way: 스마트폰 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 상상인플러스저축은행 | fin_prdt_nm: 크크크 9개월 회전정기예금 | join_way: 스마트폰 | mtrt_int: 만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용 만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 아산저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: 1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 아산저축은행 | fin_prdt_nm: e-정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: 1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 아산저축은행 | fin_prdt_nm: SB톡톡-정기예금 | join_way: 스마트폰 | mtrt_int: 1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 오투저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: 1. 2019년 7월 1일 이전 신규 -보통예금 이율  2. 2019년 7월 1일 신규분 부터 -1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율 -1개월 초과: 보통예금 이율 | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 오투저축은행 | fin_prdt_nm: E-정기예금 | join_way: 인터넷 | mtrt_int: 1. 2019년 7월 1일 이전 신규 -보통예금 이율  2. 2019년 7월 1일 신규분 부터 -1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율 -1개월 초과: 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 오투저축은행 | fin_prdt_nm: 비대면 정기예금 | join_way: 스마트폰 | mtrt_int: 1. 2019년 7월 1일 이전 신규 -보통예금 이율  2. 2019년 7월 1일 신규분 부터 -1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율 -1개월 초과: 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 스타저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: *만기후 1개월이하: 최초 약정이율과 만기시점 이율 중 낮은 금리 적용, 만기후 1개월 초과: 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 스타저축은행 | fin_prdt_nm: 스타e_정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: *만기후 1개월이하: 최초 약정이율과 만기시점 이율 중 낮은 금리 적용, 만기후 1개월 초과: 보통예금 금리 적용 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 대한저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: - 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리  - 만기후 1개월초과 : 보통예금 금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 대한저축은행 | fin_prdt_nm: 정기예금(인터넷뱅킹) | join_way: 인터넷,스마트폰 | mtrt_int: - 만기후 1개월이내 : 가입당시 약정금리와 현재금리 비교 후 낮은 금리  - 만기후 1개월초과 : 보통예금 금리 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 동양저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: 1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용 1개월후: 보통예금 금리와 동일 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 동양저축은행 | fin_prdt_nm: 정기예금(비대면,인터넷뱅킹,스마트폰뱅킹) | join_way: 인터넷,스마트폰 | mtrt_int: 1개월내: 가입 당시 이율과 만기시점 해당 계약기간 이율과 비교하여 낮은 금리적용 1개월후: 보통예금 금리와 동일 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 더블저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: *만기경과 1개월이내 :  - 해당 약정기간 정기예금 현행이율 *만기경과 1개월이후 : 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 더블저축은행 | fin_prdt_nm: 정기예금(인터넷뱅킹,스마트뱅킹) | join_way: 인터넷,스마트폰 | mtrt_int: *만기경과 1개월이내 :  - 해당 약정기간 정기예금 현행이율 *만기경과 1개월이후 : 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 센트럴저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: (만기 후 예치 기간 기준) * 1개월까지: 당초 약정이율 * 1개월 초과: 0.5% | spcl_cnd: 없음. | join_deny: 1 | join_member: 제한없음. | max_limit: None
kor_co_nm: 센트럴저축은행 | fin_prdt_nm: 정기예금 (인터넷뱅킹,스마트뱅킹,비대면) | join_way: 인터넷,스마트폰 | mtrt_int: (만기 후 예치 기간 기준) * 1개월까지: 당초 약정이율 * 1개월 초과: 0.5% | spcl_cnd: 없음. | join_deny: 1 | join_member: 제한없음. | max_limit: None
kor_co_nm: 스마트저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: ○ 만기후 1개월이내 : 가입당시 약정이율과 만기시점 해당상품 신규약정이율 중 낮은이율 ○ 만기후 1개월이후 : 0.3% | spcl_cnd: 해당없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 스마트저축은행 | fin_prdt_nm: e-정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: ○ 만기후 1개월이내 : 가입당시 약정이율과 만기시점 해당상품 신규약정이율 중 낮은이율 ○ 만기후 1개월이후 : 0.3% | spcl_cnd: 해당없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 스마트저축은행 | fin_prdt_nm: e-로운 정기예금 | join_way: 스마트폰 | mtrt_int: ○ 만기후 1개월이내 : 가입당시 약정이율과 만기시점 해당상품 신규약정이율 중 낮은이율 ○ 만기후 1개월이후 : 0.3% | spcl_cnd: 해당없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 한국투자저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: - 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.2% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 999999999
kor_co_nm: 한국투자저축은행 | fin_prdt_nm: 인터넷정기예금 | join_way: 인터넷 | mtrt_int: - 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.2% | spcl_cnd: - 없음, - 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다. | join_deny: 1 | join_member: 제한없음 | max_limit: 999999999
kor_co_nm: 한국투자저축은행 | fin_prdt_nm: 비대면 정기예금 | join_way: 스마트폰 | mtrt_int: - 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.2% | spcl_cnd: - 없음, - 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다. | join_deny: 1 | join_member: 제한없음 | max_limit: 999999999
kor_co_nm: 한국투자저축은행 | fin_prdt_nm: 회전정기예금 (1년 단위 변동금리상품) | join_way: 영업점 | mtrt_int: - 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.2% | spcl_cnd: - 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 999999999
kor_co_nm: 한국투자저축은행 | fin_prdt_nm: 인터넷회전정기예금 (1년 단위 변동금리상품) | join_way: 인터넷 | mtrt_int: - 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.2% | spcl_cnd: - 없음, - 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다. | join_deny: 1 | join_member: 제한없음 | max_limit: 999999999
kor_co_nm: 한국투자저축은행 | fin_prdt_nm: 비대면회전정기예금 (1년 단위 변동금리상품) | join_way: 스마트폰 | mtrt_int: - 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.2% | spcl_cnd: - 없음, - 판매한도 소진시 별도 안내 없이 조기 판매 종료됩니다. | join_deny: 1 | join_member: 제한없음 | max_limit: 999999999
kor_co_nm: 한국투자저축은행 | fin_prdt_nm: 회전정기예금 (1년 단위 변동금리상품) | join_way: 영업점 | mtrt_int: - 1개월 이하 : 당초 약정이율과 만기시점 해당상품 신규약정이율 중 낮은 이율 - 1개월 초과 : 연 0.2% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 999999999
kor_co_nm: 라온저축은행 | fin_prdt_nm: 정기예금 비대면 | join_way: 인터넷,스마트폰 | mtrt_int: - 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용 - 만기 후 1개월 초과: 보통예금 이율 | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: 1000000000
kor_co_nm: 라온저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: - 만기 후 1개월 이하: 약정금리와 만기일 현재 정기예금 금리중 낮은 금리 적용 - 만기 후 1개월 초과: 보통예금 이율 | spcl_cnd: - 수성지점가입시 0.25% 우대금리적용(1년) | join_deny: 1 | join_member: 제한없음 | max_limit: 1000000000
kor_co_nm: 드림저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: -1개월 이내: 공시이율과  약정이율 중 낮은 이율 -1개월 초과: 보통예금 금리 | spcl_cnd: - | join_deny: 1 | join_member: -제한없음 | max_limit: None
kor_co_nm: 드림저축은행 | fin_prdt_nm: 인터넷정기예금 | join_way: 인터넷 | mtrt_int: -1개월 이내: 공시이율과  약정이율 중 낮은 이율 -1개월 초과: 보통예금 금리 | spcl_cnd: - | join_deny: 1 | join_member: -제한없음 | max_limit: None
kor_co_nm: 드림저축은행 | fin_prdt_nm: 톡톡정기예금(비대면) | join_way: 스마트폰 | mtrt_int: -1개월 이내: 공시이율과  약정이율 중 낮은 이율 -1개월 초과: 보통예금 금리 | spcl_cnd: - | join_deny: 1 | join_member: -제한없음 | max_limit: None
kor_co_nm: 대아상호저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: - 만기 후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율 - 만기 후 1개월 초과 : 보통예금 이율 | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 머스트삼일저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: -만기후 1개월 이내 : 약정이율 Ⅹ 100%  -만기후 1개월 초과: 연0.2% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 머스트삼일저축은행 | fin_prdt_nm: e-정기예금 | join_way: 인터넷 | mtrt_int: -만기후 1개월 이내 : 약정이율 Ⅹ 100%  -만기후 1개월 초과: 연0.2% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 머스트삼일저축은행 | fin_prdt_nm: 비대면정기예금 | join_way: 스마트폰 | mtrt_int: -만기후 1개월 이내 : 약정이율 Ⅹ 100%  -만기후 1개월 초과: 연0.2% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 머스트삼일저축은행 | fin_prdt_nm: 자유적립예금 | join_way: 영업점 | mtrt_int: - 만기후 1개월 이내 : 1.2% - 만기후 1개월 초과 : 연0.2% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 참저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점 | mtrt_int: *만기 후 1개월 간 : 가입이율과 만기일 당시 기간별 정기예금이율 중 낮은 단리 이율 ＊만기후 1개월초과 : 보통예금 이율 적용대상 : 19.07.01 신규가입자부터 적용 (이전가입자는 영업점 확인요망) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
